Feature,Coefficient,Compartment,Feature_Type,Measurement,Channel,Rank
Cytoplasm_Correlation_Correlation_Actin_ER,0.6607060550119804,Cytoplasm,Correlation,Correlation,Actin,1
Cytoplasm_Texture_InverseDifferenceMoment_Actin_3_00_256,0.5033423991742987,Cytoplasm,Texture,InverseDifferenceMoment,Actin,2
Cells_Texture_AngularSecondMoment_Actin_3_01_256,0.49086734553121925,Cells,Texture,AngularSecondMoment,Actin,3
Cytoplasm_Intensity_LowerQuartileIntensity_Hoechst,0.464376614063609,Cytoplasm,Intensity,LowerQuartileIntensity,Hoechst,4
Cytoplasm_Granularity_1_Mitochondria,0.43406408113640793,Cytoplasm,Granularity,1,Mitochondria,5
Nuclei_RadialDistribution_RadialCV_Mitochondria_2of4,0.31625197171993713,Nuclei,RadialDistribution,RadialCV,Mitochondria,6
Nuclei_Intensity_MinIntensity_Actin,0.3134722480460067,Nuclei,Intensity,MinIntensity,Actin,7
Cytoplasm_Texture_InverseDifferenceMoment_Actin_3_02_256,0.3112688098429281,Cytoplasm,Texture,InverseDifferenceMoment,Actin,8
Cells_Granularity_1_Hoechst,0.3057363759718389,Cells,Granularity,1,Hoechst,9
Cytoplasm_Texture_Contrast_Actin_3_02_256,0.2986858715046308,Cytoplasm,Texture,Contrast,Actin,10
Nuclei_Intensity_MinIntensity_PM,0.2881817671726321,Nuclei,Intensity,MinIntensity,PM,11
Cells_Intensity_MinIntensity_Actin,0.27832045057522486,Cells,Intensity,MinIntensity,Actin,12
Cytoplasm_Texture_InfoMeas1_Mitochondria_3_01_256,0.27346953708990407,Cytoplasm,Texture,InfoMeas1,Mitochondria,13
Nuclei_Intensity_MeanIntensityEdge_Hoechst,0.2615937204486493,Nuclei,Intensity,MeanIntensityEdge,Hoechst,14
Nuclei_Texture_AngularSecondMoment_PM_3_01_256,0.2531378629825002,Nuclei,Texture,AngularSecondMoment,PM,15
Cells_Neighbors_PercentTouching_Adjacent,0.23802856907953954,Cells,Neighbors,PercentTouching,Adjacent,16
Nuclei_Granularity_1_PM,0.23622412204329143,Nuclei,Granularity,1,PM,17
Cytoplasm_Texture_DifferenceVariance_Actin_3_01_256,0.22912898552192762,Cytoplasm,Texture,DifferenceVariance,Actin,18
Cells_Correlation_RWC_Hoechst_ER,0.2250014932870002,Cells,Correlation,RWC,Hoechst,19
Cells_RadialDistribution_ZernikeMagnitude_Mitochondria_8_2,0.21762025823947656,Cells,RadialDistribution,ZernikeMagnitude,Mitochondria,20
Nuclei_RadialDistribution_ZernikeMagnitude_ER_4_0,0.21331117362444374,Nuclei,RadialDistribution,ZernikeMagnitude,ER,21
Cytoplasm_Texture_Contrast_Actin_3_00_256,0.20635280109930826,Cytoplasm,Texture,Contrast,Actin,22
Nuclei_Correlation_RWC_Mitochondria_ER,0.2048706178394562,Nuclei,Correlation,RWC,Mitochondria,23
Cytoplasm_Texture_InverseDifferenceMoment_PM_3_00_256,0.20390827601813252,Cytoplasm,Texture,InverseDifferenceMoment,PM,24
Cytoplasm_Intensity_LowerQuartileIntensity_PM,0.20184569777338604,Cytoplasm,Intensity,LowerQuartileIntensity,PM,25
Cytoplasm_Texture_InverseDifferenceMoment_ER_3_01_256,0.19386273941618723,Cytoplasm,Texture,InverseDifferenceMoment,ER,26
Cytoplasm_Granularity_2_Mitochondria,0.19203210108092028,Cytoplasm,Granularity,2,Mitochondria,27
Nuclei_Intensity_MassDisplacement_Hoechst,0.19200627356150998,Nuclei,Intensity,MassDisplacement,Hoechst,28
Cytoplasm_Intensity_MeanIntensity_Hoechst,0.19073993277055154,Cytoplasm,Intensity,MeanIntensity,Hoechst,29
Nuclei_RadialDistribution_MeanFrac_ER_3of4,0.19055573911804924,Nuclei,RadialDistribution,MeanFrac,ER,30
Nuclei_AreaShape_Zernike_2_2,0.18751979562848847,Nuclei,AreaShape,Zernike,2,31
Nuclei_AreaShape_Zernike_8_8,0.18488618912199506,Nuclei,AreaShape,Zernike,8,32
Cells_Correlation_Correlation_Actin_Hoechst,0.18037610030262127,Cells,Correlation,Correlation,Actin,33
Cytoplasm_RadialDistribution_ZernikeMagnitude_Hoechst_9_7,0.17636012463506298,Cytoplasm,RadialDistribution,ZernikeMagnitude,Hoechst,34
Nuclei_Correlation_RWC_Mitochondria_PM,0.16873321422223012,Nuclei,Correlation,RWC,Mitochondria,35
Nuclei_RadialDistribution_ZernikeMagnitude_Mitochondria_8_6,0.1663589316828675,Nuclei,RadialDistribution,ZernikeMagnitude,Mitochondria,36
Nuclei_Texture_InfoMeas1_ER_3_02_256,0.16428974434148935,Nuclei,Texture,InfoMeas1,ER,37
Cytoplasm_Texture_DifferenceEntropy_Mitochondria_3_01_256,0.16337272884096712,Cytoplasm,Texture,DifferenceEntropy,Mitochondria,38
Nuclei_Texture_InfoMeas1_Mitochondria_3_01_256,0.16257296747255073,Nuclei,Texture,InfoMeas1,Mitochondria,39
Cytoplasm_Intensity_MaxIntensity_ER,0.1610375229194189,Cytoplasm,Intensity,MaxIntensity,ER,40
Nuclei_RadialDistribution_MeanFrac_PM_2of4,0.1569325896686494,Nuclei,RadialDistribution,MeanFrac,PM,41
Nuclei_Texture_Correlation_PM_3_01_256,0.15639240806510485,Nuclei,Texture,Correlation,PM,42
Cytoplasm_RadialDistribution_ZernikeMagnitude_Actin_6_0,0.1490665041905127,Cytoplasm,RadialDistribution,ZernikeMagnitude,Actin,43
Cells_RadialDistribution_RadialCV_Hoechst_2of4,0.14822733635235508,Cells,RadialDistribution,RadialCV,Hoechst,44
Nuclei_Intensity_MassDisplacement_ER,0.14458989632670294,Nuclei,Intensity,MassDisplacement,ER,45
Nuclei_Granularity_1_Mitochondria,0.1429014262128931,Nuclei,Granularity,1,Mitochondria,46
Nuclei_Correlation_Overlap_Hoechst_PM,0.13819111952297544,Nuclei,Correlation,Overlap,Hoechst,47
Cytoplasm_RadialDistribution_ZernikeMagnitude_PM_4_0,0.13452067224876244,Cytoplasm,RadialDistribution,ZernikeMagnitude,PM,48
Cells_Intensity_MaxIntensityEdge_Mitochondria,0.13304819973981138,Cells,Intensity,MaxIntensityEdge,Mitochondria,49
Cells_RadialDistribution_ZernikeMagnitude_PM_8_8,0.13156922926870315,Cells,RadialDistribution,ZernikeMagnitude,PM,50
Cells_Correlation_Correlation_Actin_Mitochondria,0.12668060299708264,Cells,Correlation,Correlation,Actin,51
Nuclei_RadialDistribution_RadialCV_ER_4of4,0.12546476472674178,Nuclei,RadialDistribution,RadialCV,ER,52
Nuclei_RadialDistribution_ZernikeMagnitude_ER_5_5,0.1248533599338956,Nuclei,RadialDistribution,ZernikeMagnitude,ER,53
Cells_Texture_AngularSecondMoment_ER_3_01_256,0.12300396456213075,Cells,Texture,AngularSecondMoment,ER,54
Cytoplasm_Texture_DifferenceVariance_PM_3_00_256,0.12286815477621679,Cytoplasm,Texture,DifferenceVariance,PM,55
Nuclei_Texture_InfoMeas1_Hoechst_3_02_256,0.12186438823425048,Nuclei,Texture,InfoMeas1,Hoechst,56
Nuclei_Intensity_MinIntensityEdge_Hoechst,0.11681427131143012,Nuclei,Intensity,MinIntensityEdge,Hoechst,57
Cells_Texture_AngularSecondMoment_PM_3_01_256,0.11603242008354545,Cells,Texture,AngularSecondMoment,PM,58
Cytoplasm_Texture_InverseDifferenceMoment_ER_3_02_256,0.11509504914745801,Cytoplasm,Texture,InverseDifferenceMoment,ER,59
Cells_AreaShape_Zernike_9_1,0.11505607269494865,Cells,AreaShape,Zernike,9,60
Nuclei_Correlation_Correlation_ER_PM,0.110987499694289,Nuclei,Correlation,Correlation,ER,61
Nuclei_RadialDistribution_ZernikeMagnitude_Hoechst_4_0,0.10896949791719589,Nuclei,RadialDistribution,ZernikeMagnitude,Hoechst,62
Cytoplasm_RadialDistribution_RadialCV_Actin_2of4,0.10877341943932245,Cytoplasm,RadialDistribution,RadialCV,Actin,63
Nuclei_AreaShape_Zernike_6_4,0.1062676890770373,Nuclei,AreaShape,Zernike,6,64
Cytoplasm_AreaShape_Zernike_9_7,0.10383982802512057,Cytoplasm,AreaShape,Zernike,9,65
Nuclei_Texture_DifferenceVariance_PM_3_00_256,0.10371449699888285,Nuclei,Texture,DifferenceVariance,PM,66
Nuclei_Texture_InfoMeas1_ER_3_00_256,0.1031689290833421,Nuclei,Texture,InfoMeas1,ER,67
Cells_RadialDistribution_MeanFrac_Actin_3of4,0.10138533725454119,Cells,RadialDistribution,MeanFrac,Actin,68
Cells_AreaShape_Zernike_4_0,0.09933416681340451,Cells,AreaShape,Zernike,4,69
Cytoplasm_RadialDistribution_RadialCV_Hoechst_1of4,0.09880122965613063,Cytoplasm,RadialDistribution,RadialCV,Hoechst,70
Nuclei_RadialDistribution_ZernikeMagnitude_ER_9_7,0.09852699482506642,Nuclei,RadialDistribution,ZernikeMagnitude,ER,71
Nuclei_RadialDistribution_ZernikeMagnitude_Actin_6_6,0.09605871179277037,Nuclei,RadialDistribution,ZernikeMagnitude,Actin,72
Cytoplasm_RadialDistribution_RadialCV_Actin_1of4,0.09477856424439784,Cytoplasm,RadialDistribution,RadialCV,Actin,73
Cells_RadialDistribution_MeanFrac_PM_4of4,0.0921386565546535,Cells,RadialDistribution,MeanFrac,PM,74
Cytoplasm_RadialDistribution_ZernikeMagnitude_Actin_1_1,0.0901632152971301,Cytoplasm,RadialDistribution,ZernikeMagnitude,Actin,75
Cytoplasm_RadialDistribution_ZernikeMagnitude_Hoechst_9_9,0.09008044260754249,Cytoplasm,RadialDistribution,ZernikeMagnitude,Hoechst,76
Cytoplasm_RadialDistribution_ZernikeMagnitude_ER_4_4,0.0886580266771857,Cytoplasm,RadialDistribution,ZernikeMagnitude,ER,77
Cytoplasm_Texture_InfoMeas2_Hoechst_3_02_256,0.0885528757567883,Cytoplasm,Texture,InfoMeas2,Hoechst,78
Nuclei_RadialDistribution_RadialCV_Mitochondria_3of4,0.08847744960818595,Nuclei,RadialDistribution,RadialCV,Mitochondria,79
Cytoplasm_RadialDistribution_ZernikeMagnitude_Hoechst_8_0,0.08688972025561471,Cytoplasm,RadialDistribution,ZernikeMagnitude,Hoechst,80
Cytoplasm_Texture_Contrast_Actin_3_03_256,0.0860032930361308,Cytoplasm,Texture,Contrast,Actin,81
Nuclei_RadialDistribution_ZernikeMagnitude_ER_9_1,0.0851759871436572,Nuclei,RadialDistribution,ZernikeMagnitude,ER,82
Cells_RadialDistribution_ZernikeMagnitude_ER_8_6,0.08439430137382035,Cells,RadialDistribution,ZernikeMagnitude,ER,83
Cells_RadialDistribution_ZernikeMagnitude_Actin_2_2,0.08159911944154165,Cells,RadialDistribution,ZernikeMagnitude,Actin,84
Cells_RadialDistribution_ZernikeMagnitude_Mitochondria_9_9,0.0803454260143692,Cells,RadialDistribution,ZernikeMagnitude,Mitochondria,85
Nuclei_Correlation_Overlap_Hoechst_Mitochondria,0.07972444507837333,Nuclei,Correlation,Overlap,Hoechst,86
Nuclei_RadialDistribution_ZernikeMagnitude_Hoechst_1_1,0.07914068244997699,Nuclei,RadialDistribution,ZernikeMagnitude,Hoechst,87
Cells_AreaShape_Zernike_8_2,0.07833668152346787,Cells,AreaShape,Zernike,8,88
Cytoplasm_Intensity_MaxIntensityEdge_Actin,0.07752679994084861,Cytoplasm,Intensity,MaxIntensityEdge,Actin,89
Cells_RadialDistribution_ZernikeMagnitude_Hoechst_9_5,0.07715427962325704,Cells,RadialDistribution,ZernikeMagnitude,Hoechst,90
Cells_RadialDistribution_FracAtD_Actin_1of4,0.07696596690540412,Cells,RadialDistribution,FracAtD,Actin,91
Cytoplasm_RadialDistribution_MeanFrac_Actin_3of4,0.07646117850423371,Cytoplasm,RadialDistribution,MeanFrac,Actin,92
Cells_AreaShape_ConvexArea,0.07453123940964207,Cells,AreaShape,ConvexArea,,93
Cytoplasm_AreaShape_Zernike_8_4,0.07408424427138231,Cytoplasm,AreaShape,Zernike,8,94
Nuclei_Correlation_Correlation_Mitochondria_PM,0.07401099266227969,Nuclei,Correlation,Correlation,Mitochondria,95
Nuclei_RadialDistribution_ZernikeMagnitude_Hoechst_4_4,0.07274579821658979,Nuclei,RadialDistribution,ZernikeMagnitude,Hoechst,96
Cytoplasm_Correlation_Correlation_Mitochondria_PM,0.07241383007974876,Cytoplasm,Correlation,Correlation,Mitochondria,97
Cytoplasm_RadialDistribution_ZernikeMagnitude_Mitochondria_9_1,0.07214440658136453,Cytoplasm,RadialDistribution,ZernikeMagnitude,Mitochondria,98
Cells_AreaShape_Extent,0.07131747029164441,Cells,AreaShape,Extent,,99
Cells_RadialDistribution_ZernikeMagnitude_Actin_5_1,0.07085946788581252,Cells,RadialDistribution,ZernikeMagnitude,Actin,100
Nuclei_RadialDistribution_ZernikeMagnitude_Hoechst_2_2,0.0707349474836907,Nuclei,RadialDistribution,ZernikeMagnitude,Hoechst,101
Nuclei_AreaShape_Zernike_8_2,0.07007498620249596,Nuclei,AreaShape,Zernike,8,102
Nuclei_AreaShape_Zernike_9_7,0.06911905339676515,Nuclei,AreaShape,Zernike,9,103
Nuclei_RadialDistribution_ZernikeMagnitude_Hoechst_8_4,0.06904018102734222,Nuclei,RadialDistribution,ZernikeMagnitude,Hoechst,104
Cells_RadialDistribution_ZernikeMagnitude_ER_9_7,0.06568370818096046,Cells,RadialDistribution,ZernikeMagnitude,ER,105
Nuclei_RadialDistribution_RadialCV_ER_1of4,0.0655767808262931,Nuclei,RadialDistribution,RadialCV,ER,106
Cytoplasm_Texture_DifferenceEntropy_Mitochondria_3_02_256,0.06557066408445293,Cytoplasm,Texture,DifferenceEntropy,Mitochondria,107
Nuclei_RadialDistribution_ZernikeMagnitude_PM_4_2,0.0651872855036719,Nuclei,RadialDistribution,ZernikeMagnitude,PM,108
Nuclei_RadialDistribution_ZernikeMagnitude_Hoechst_3_3,0.06476025764292113,Nuclei,RadialDistribution,ZernikeMagnitude,Hoechst,109
Cytoplasm_Texture_InfoMeas1_Mitochondria_3_02_256,0.06464219798660673,Cytoplasm,Texture,InfoMeas1,Mitochondria,110
Cytoplasm_RadialDistribution_ZernikeMagnitude_PM_9_5,0.06438423402922691,Cytoplasm,RadialDistribution,ZernikeMagnitude,PM,111
Nuclei_RadialDistribution_ZernikeMagnitude_PM_8_2,0.06424021703331918,Nuclei,RadialDistribution,ZernikeMagnitude,PM,112
Nuclei_Correlation_K_Actin_Mitochondria,0.06217316254499544,Nuclei,Correlation,K,Actin,113
Cytoplasm_RadialDistribution_FracAtD_Mitochondria_1of4,0.06199257773738041,Cytoplasm,RadialDistribution,FracAtD,Mitochondria,114
Cells_RadialDistribution_MeanFrac_Hoechst_3of4,0.061792996685328574,Cells,RadialDistribution,MeanFrac,Hoechst,115
Cytoplasm_AreaShape_Zernike_6_4,0.06084238873005357,Cytoplasm,AreaShape,Zernike,6,116
Nuclei_Texture_InfoMeas1_Mitochondria_3_03_256,0.060521046414607184,Nuclei,Texture,InfoMeas1,Mitochondria,117
Cells_AreaShape_FormFactor,0.059583229897834905,Cells,AreaShape,FormFactor,,118
Cytoplasm_AreaShape_Zernike_7_5,0.05947206315538349,Cytoplasm,AreaShape,Zernike,7,119
Nuclei_AreaShape_Zernike_8_6,0.05870870987132258,Nuclei,AreaShape,Zernike,8,120
Nuclei_RadialDistribution_ZernikeMagnitude_Mitochondria_9_5,0.057494041730453,Nuclei,RadialDistribution,ZernikeMagnitude,Mitochondria,121
Cells_RadialDistribution_FracAtD_Hoechst_3of4,0.05674023883823442,Cells,RadialDistribution,FracAtD,Hoechst,122
Nuclei_AreaShape_Zernike_5_5,0.05589408891567584,Nuclei,AreaShape,Zernike,5,123
Cytoplasm_RadialDistribution_ZernikeMagnitude_Actin_4_2,0.05574397531747454,Cytoplasm,RadialDistribution,ZernikeMagnitude,Actin,124
Cytoplasm_AreaShape_Zernike_7_3,0.055568035864626976,Cytoplasm,AreaShape,Zernike,7,125
Cells_RadialDistribution_ZernikeMagnitude_Actin_8_4,0.05530406511624571,Cells,RadialDistribution,ZernikeMagnitude,Actin,126
Cytoplasm_RadialDistribution_FracAtD_Actin_3of4,0.0534566098170256,Cytoplasm,RadialDistribution,FracAtD,Actin,127
Cytoplasm_Texture_DifferenceEntropy_Mitochondria_3_03_256,0.051551147888232556,Cytoplasm,Texture,DifferenceEntropy,Mitochondria,128
Nuclei_RadialDistribution_ZernikeMagnitude_ER_8_4,0.05133731167282037,Nuclei,RadialDistribution,ZernikeMagnitude,ER,129
Nuclei_RadialDistribution_ZernikeMagnitude_Hoechst_4_2,0.051015172744194794,Nuclei,RadialDistribution,ZernikeMagnitude,Hoechst,130
Nuclei_RadialDistribution_ZernikeMagnitude_Hoechst_9_9,0.05075089330730253,Nuclei,RadialDistribution,ZernikeMagnitude,Hoechst,131
Cells_Intensity_MaxIntensityEdge_PM,0.050298756216855284,Cells,Intensity,MaxIntensityEdge,PM,132
Nuclei_Texture_AngularSecondMoment_Actin_3_01_256,0.05004688468451164,Nuclei,Texture,AngularSecondMoment,Actin,133
Cytoplasm_AreaShape_Zernike_7_1,0.04951146251799274,Cytoplasm,AreaShape,Zernike,7,134
Cytoplasm_Texture_Contrast_ER_3_00_256,0.04890490280029516,Cytoplasm,Texture,Contrast,ER,135
Nuclei_Texture_InfoMeas1_Mitochondria_3_00_256,0.04583222958601247,Nuclei,Texture,InfoMeas1,Mitochondria,136
Nuclei_RadialDistribution_RadialCV_Hoechst_3of4,0.04531027309068765,Nuclei,RadialDistribution,RadialCV,Hoechst,137
Cytoplasm_AreaShape_Zernike_9_1,0.04342339716809066,Cytoplasm,AreaShape,Zernike,9,138
Nuclei_Correlation_RWC_ER_Mitochondria,0.04316024905290496,Nuclei,Correlation,RWC,ER,139
Nuclei_Texture_InfoMeas1_PM_3_02_256,0.0429605364612295,Nuclei,Texture,InfoMeas1,PM,140
Cytoplasm_RadialDistribution_ZernikeMagnitude_Actin_3_1,0.04214693004629311,Cytoplasm,RadialDistribution,ZernikeMagnitude,Actin,141
Cytoplasm_Correlation_Correlation_ER_PM,0.042146810643015106,Cytoplasm,Correlation,Correlation,ER,142
Cells_Texture_DifferenceVariance_Hoechst_3_03_256,0.04200527106143175,Cells,Texture,DifferenceVariance,Hoechst,143
Cells_AreaShape_Zernike_7_3,0.04131815615868269,Cells,AreaShape,Zernike,7,144
Cytoplasm_RadialDistribution_RadialCV_Mitochondria_1of4,0.04055465891136842,Cytoplasm,RadialDistribution,RadialCV,Mitochondria,145
Cytoplasm_RadialDistribution_FracAtD_Mitochondria_2of4,0.04042708227206078,Cytoplasm,RadialDistribution,FracAtD,Mitochondria,146
Cytoplasm_RadialDistribution_RadialCV_ER_4of4,0.03972724706633856,Cytoplasm,RadialDistribution,RadialCV,ER,147
Nuclei_RadialDistribution_ZernikeMagnitude_Hoechst_6_6,0.038681040870747245,Nuclei,RadialDistribution,ZernikeMagnitude,Hoechst,148
Nuclei_AreaShape_Zernike_9_5,0.03845934940312695,Nuclei,AreaShape,Zernike,9,149
Nuclei_RadialDistribution_RadialCV_Hoechst_2of4,0.03788844043622175,Nuclei,RadialDistribution,RadialCV,Hoechst,150
Cells_RadialDistribution_ZernikeMagnitude_ER_8_2,0.036859353355681974,Cells,RadialDistribution,ZernikeMagnitude,ER,151
Cells_RadialDistribution_FracAtD_Actin_2of4,0.03602114210394248,Cells,RadialDistribution,FracAtD,Actin,152
Cytoplasm_Texture_Contrast_Actin_3_01_256,0.0353218469381813,Cytoplasm,Texture,Contrast,Actin,153
Cytoplasm_Texture_DifferenceEntropy_Hoechst_3_03_256,0.03474274076582899,Cytoplasm,Texture,DifferenceEntropy,Hoechst,154
Cells_RadialDistribution_RadialCV_Actin_2of4,0.03385334726813337,Cells,RadialDistribution,RadialCV,Actin,155
Nuclei_RadialDistribution_ZernikeMagnitude_Actin_9_5,0.03378904374658731,Nuclei,RadialDistribution,ZernikeMagnitude,Actin,156
Cytoplasm_RadialDistribution_ZernikeMagnitude_Actin_8_0,0.03313354142662921,Cytoplasm,RadialDistribution,ZernikeMagnitude,Actin,157
Cytoplasm_Correlation_RWC_ER_Mitochondria,0.03272694149443735,Cytoplasm,Correlation,RWC,ER,158
Nuclei_RadialDistribution_ZernikeMagnitude_Mitochondria_6_6,0.03252207352722242,Nuclei,RadialDistribution,ZernikeMagnitude,Mitochondria,159
Nuclei_RadialDistribution_ZernikeMagnitude_Actin_1_1,0.03028959831527041,Nuclei,RadialDistribution,ZernikeMagnitude,Actin,160
Nuclei_Intensity_MinIntensity_ER,0.029542592931512474,Nuclei,Intensity,MinIntensity,ER,161
Cytoplasm_Correlation_RWC_ER_Hoechst,0.028603467495864638,Cytoplasm,Correlation,RWC,ER,162
Cells_Correlation_Overlap_ER_Hoechst,0.02785567584520863,Cells,Correlation,Overlap,ER,163
Cytoplasm_Correlation_Correlation_Hoechst_Mitochondria,0.02719250116837476,Cytoplasm,Correlation,Correlation,Hoechst,164
Cells_RadialDistribution_ZernikeMagnitude_Actin_7_1,0.026472139771667538,Cells,RadialDistribution,ZernikeMagnitude,Actin,165
Cytoplasm_RadialDistribution_ZernikeMagnitude_Mitochondria_7_1,0.025587131721233742,Cytoplasm,RadialDistribution,ZernikeMagnitude,Mitochondria,166
Nuclei_AreaShape_Orientation,0.02488761036774079,Nuclei,AreaShape,Orientation,,167
Cytoplasm_Texture_InfoMeas1_Mitochondria_3_00_256,0.023323252857608473,Cytoplasm,Texture,InfoMeas1,Mitochondria,168
Cytoplasm_Correlation_Correlation_ER_Hoechst,0.023297675347169707,Cytoplasm,Correlation,Correlation,ER,169
Cytoplasm_Correlation_Manders_PM_Mitochondria,0.023121197292860444,Cytoplasm,Correlation,Manders,PM,170
Nuclei_RadialDistribution_MeanFrac_Actin_1of4,0.0221757273500285,Nuclei,RadialDistribution,MeanFrac,Actin,171
Cells_AreaShape_Zernike_8_8,0.020938793451824145,Cells,AreaShape,Zernike,8,172
Nuclei_RadialDistribution_RadialCV_Actin_1of4,0.020937190278247267,Nuclei,RadialDistribution,RadialCV,Actin,173
Nuclei_Texture_DifferenceEntropy_ER_3_02_256,0.02089504148429694,Nuclei,Texture,DifferenceEntropy,ER,174
Nuclei_Texture_SumVariance_Mitochondria_3_03_256,0.01916454720115075,Nuclei,Texture,SumVariance,Mitochondria,175
Nuclei_Intensity_MassDisplacement_PM,0.01855346535414805,Nuclei,Intensity,MassDisplacement,PM,176
Cytoplasm_Texture_Correlation_Mitochondria_3_00_256,0.017768553074294133,Cytoplasm,Texture,Correlation,Mitochondria,177
Nuclei_RadialDistribution_ZernikeMagnitude_Actin_7_3,0.01694177539421077,Nuclei,RadialDistribution,ZernikeMagnitude,Actin,178
Nuclei_RadialDistribution_ZernikeMagnitude_Actin_5_5,0.01642142751316859,Nuclei,RadialDistribution,ZernikeMagnitude,Actin,179
Cytoplasm_RadialDistribution_ZernikeMagnitude_PM_6_6,0.01591285344012818,Cytoplasm,RadialDistribution,ZernikeMagnitude,PM,180
Cytoplasm_Texture_DifferenceEntropy_Mitochondria_3_00_256,0.014535101424984218,Cytoplasm,Texture,DifferenceEntropy,Mitochondria,181
Nuclei_RadialDistribution_ZernikeMagnitude_Hoechst_9_7,0.012372726394954826,Nuclei,RadialDistribution,ZernikeMagnitude,Hoechst,182
Cytoplasm_RadialDistribution_RadialCV_PM_3of4,0.011398615321720576,Cytoplasm,RadialDistribution,RadialCV,PM,183
Cytoplasm_Texture_SumVariance_Mitochondria_3_01_256,0.010279218234869457,Cytoplasm,Texture,SumVariance,Mitochondria,184
Cytoplasm_AreaShape_Orientation,0.009812236771248135,Cytoplasm,AreaShape,Orientation,,185
Nuclei_RadialDistribution_ZernikeMagnitude_Mitochondria_6_4,0.00933091642220722,Nuclei,RadialDistribution,ZernikeMagnitude,Mitochondria,186
Nuclei_Correlation_Correlation_Actin_Hoechst,0.008891911485808306,Nuclei,Correlation,Correlation,Actin,187
Nuclei_RadialDistribution_ZernikeMagnitude_ER_7_5,0.008795915028584459,Nuclei,RadialDistribution,ZernikeMagnitude,ER,188
Cytoplasm_RadialDistribution_ZernikeMagnitude_Hoechst_2_0,0.00840729591446891,Cytoplasm,RadialDistribution,ZernikeMagnitude,Hoechst,189
Nuclei_RadialDistribution_ZernikeMagnitude_Actin_2_0,0.008395754027968869,Nuclei,RadialDistribution,ZernikeMagnitude,Actin,190
Cells_RadialDistribution_ZernikeMagnitude_Mitochondria_9_7,0.00809964305208567,Cells,RadialDistribution,ZernikeMagnitude,Mitochondria,191
Nuclei_RadialDistribution_ZernikeMagnitude_PM_6_4,0.007834848948639134,Nuclei,RadialDistribution,ZernikeMagnitude,PM,192
Nuclei_Texture_DifferenceEntropy_ER_3_00_256,0.007409684962533303,Nuclei,Texture,DifferenceEntropy,ER,193
Cytoplasm_RadialDistribution_FracAtD_ER_2of4,0.007069032631558275,Cytoplasm,RadialDistribution,FracAtD,ER,194
Nuclei_Correlation_K_Hoechst_Mitochondria,0.006752896707988242,Nuclei,Correlation,K,Hoechst,195
Cytoplasm_RadialDistribution_FracAtD_Hoechst_2of4,0.0055941634512736895,Cytoplasm,RadialDistribution,FracAtD,Hoechst,196
Nuclei_RadialDistribution_ZernikeMagnitude_ER_7_1,0.005133793026170858,Nuclei,RadialDistribution,ZernikeMagnitude,ER,197
Nuclei_RadialDistribution_MeanFrac_PM_1of4,0.004881771121212556,Nuclei,RadialDistribution,MeanFrac,PM,198
Cytoplasm_Intensity_MaxIntensityEdge_Hoechst,0.004612017514886536,Cytoplasm,Intensity,MaxIntensityEdge,Hoechst,199
Nuclei_RadialDistribution_ZernikeMagnitude_PM_7_7,0.003990910875015191,Nuclei,RadialDistribution,ZernikeMagnitude,PM,200
Cytoplasm_Intensity_StdIntensityEdge_PM,0.00357646477830204,Cytoplasm,Intensity,StdIntensityEdge,PM,201
Nuclei_RadialDistribution_ZernikeMagnitude_ER_4_2,0.002751213920436686,Nuclei,RadialDistribution,ZernikeMagnitude,ER,202
Nuclei_RadialDistribution_ZernikeMagnitude_Hoechst_5_1,0.0026178624417271595,Nuclei,RadialDistribution,ZernikeMagnitude,Hoechst,203
Cells_RadialDistribution_ZernikeMagnitude_Mitochondria_6_6,0.002609106281717828,Cells,RadialDistribution,ZernikeMagnitude,Mitochondria,204
Cells_Intensity_MassDisplacement_Hoechst,0.0019411946254271112,Cells,Intensity,MassDisplacement,Hoechst,205
Nuclei_RadialDistribution_RadialCV_PM_4of4,0.001779370758234221,Nuclei,RadialDistribution,RadialCV,PM,206
Nuclei_RadialDistribution_MeanFrac_Actin_2of4,0.0009338636770664807,Nuclei,RadialDistribution,MeanFrac,Actin,207
Cells_Intensity_StdIntensityEdge_PM,0.000427994028541364,Cells,Intensity,StdIntensityEdge,PM,208
Cells_RadialDistribution_ZernikeMagnitude_PM_8_4,0.00036164786266070333,Cells,RadialDistribution,ZernikeMagnitude,PM,209
Nuclei_AreaShape_Compactness,3.4443883191238146e-07,Nuclei,AreaShape,Compactness,,210
Cytoplasm_RadialDistribution_RadialCV_PM_2of4,8.599182433384781e-09,Cytoplasm,RadialDistribution,RadialCV,PM,211
Nuclei_Texture_Contrast_ER_3_03_256,0.0,Nuclei,Texture,Contrast,ER,212
Nuclei_RadialDistribution_ZernikeMagnitude_Mitochondria_5_3,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Mitochondria,213
Cells_AreaShape_Zernike_7_7,0.0,Cells,AreaShape,Zernike,7,214
Nuclei_Intensity_LowerQuartileIntensity_Hoechst,0.0,Nuclei,Intensity,LowerQuartileIntensity,Hoechst,215
Nuclei_RadialDistribution_ZernikeMagnitude_Hoechst_7_3,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Hoechst,216
Cytoplasm_RadialDistribution_FracAtD_PM_4of4,0.0,Cytoplasm,RadialDistribution,FracAtD,PM,217
